icd_11_id	name	icd_11_code
1075849386	Tetraethylammonium chloride	XM6JW6
1058737079	Pentamethonium bromide	XM68K9
1605812510	Mecamylamine	XM13Z0
9529519	Trimethaphan	XM4BZ9
1129795447	Amcinonide	XM35S7
2057200718	Pempidine	XM8JB8
1440653026	Quaternary ammonium ganglion blocking	XM3YS6
1443776847	Betamethasone topical	XM46G7
1505214941	Triamcinolone topical	XM8WS1
791964305	Hexamethonium bromide	XM90S5
899067099	Trimetaphan camsilate	XM3YZ9
461587857	Stannous fluoride	XM9RB7
885243711	Fluoride medicinal dental use	XM85Z1
589266254	Podophyllum (resin)	XM4L14
1661570363	Clobetasol	XM4FN3
2116285042	Tetrylammonium chloride	XM9MS2
450254453	Trimethidinium	XM9BT3
1251934798	Diflorasone	XM8V58
2051608918	Fluclorolone acetonide	XM4TV8
718745717	Corticosteroid topical	XM57Z7
542807833	Desoximetasone	XM5PM3
1089953202	Flumethasone	XM6LQ2
997320851	Fluocortin (butyl)	XM3EM1
1617764286	Flurandrenolide	XM5086
1267757870	Fluorometholone	XM7MM0
1100684516	Diflucortolone	XM4XD6
195558281	Dexamethasone topical	XM6TE1
799102827	Hydrocortisone topical	XM6JE7
788981531	Halcinonide	XM0ZX1
1885537864	Halometasone	XM8TL4
65938858	Fluperolone	XM41T8
898458559	Prednisolone steaglate	XM1B59
1426713594	Fludroxycortide	XM84F4
1254895144	Hydrocortisone butyrate	XM4Y24
790070163	Flumetasone	XM55S3
1158662194	Prednisolone topical	XM09Z4
232658170	Ulobetasol	XM64R0
1602505878	Fluprednidene	XM52K8
447124255	Hydrocortisone aceponate	XM8KB5
1253458080	Prednicarbate	XM0ME0
1665396483	Methylprednisolone aceponate	XM5EY3
1999954059	Difluprednate	XM6DT9
157516486	Buteprate	XM5ZS6
1605908204	Ciclesonide topical	XM9DE4
643903628	Fluclorolone	XM1068
1115129724	Fluocinolone acetonide	XM4HA4
194835823	Aceclidine	XM4AJ3
1050358043	Acetylcholine chloride	XM1EC3
1330566432	Fludrocortisone topical	XM0WP2
479604403	Tixocortol pivalate	XM8963
1809106774	Arecoline	XM7494
777103533	Acetylcholine derivative	XM3GM3
678573990	Anticholinesterase agents	
948718343	Choline esters	XM9223
1639749802	Cholinergic trimethyl ammonium propanediol	XM6VJ2
720125587	Cholinergic (drug)	XM4LE7
289288997	Cholinergic muscle tone enhancer	XM4ZZ7
2080089716	Parasympathomimetic drug	XM8JX6
1580661680	Pilocarpus extract (jaborandi)	XM5EY0
1792101820	Choline alfoscerate	XM63Q0
1365937074	Bethanechol chloride	XM0MZ4
192482815	Pilocarpine	XM0RX5
1590887200	Benzpyrinium bromide	XM0000
1084594414	Cevimeline	XM31K4
1977619578	Amifampridine	XM4C58
1409697788	Chelating agent	XM65Y8
818072561	Cytisinicline	XM7HS1
1265981144	Alcohol deterrent	XM3XY4
1053020843	Antidote	XM1S43
448143009	Varenicline	XM6PN9
1627489162	Cholinesterase reactivator	XM68U2
2068233556	Antabuse	XM2XV6
1215441163	Methylthioninium chloride	XM1YY3
1802099830	Disodium edetate	XM0ZM0
1876183626	Detoxifying agent	XM9M46
28068131	Cysteamine	XM81B1
468416505	Phytic acid, nonasodium	XM0FL5
866096676	EDTA	XM1V56
261912689	Potassium ferric hexacyanoferrate (medicinal)	XM6TE9
2074297796	Obidoxime chloride	XM7HV6
729754627	Pralidoxime iodide	XM7K47
297885925	Prussian blue therapeutic	XM8P25
1048681035	Pralidoxime chloride	XM6BZ5
636005665	Glutathione	XM7SW5
812506203	Pyridine aldoxime methyl chloride	XM6043
1042688571	Nitrefazole	XM7Z31
1642363674	Pralidoxime	XM2ZD4
1978184610	Sodium nitrite	XM3810
2129440016	Sodium phytate	XM7LV6
1070879945	Thiosulfate	XM6NW5
1952516708	Trisodium hydrogen edetate	XM2U68
181637309	Sodium versenate	XM2KC9
886065765	Tetraethylthiuram disulfide	XM99S5
790547839	Trientine	XM6GP9
362840473	Versenate	XM7KV3
235648869	Nalorphine	XM4UW9
1413746462	Pyridine aldoxime methiodide	XM6DU2
281350599	Dimercaprol	XM89R9
134801900	Potassium iodide	XM1260
1751867460	Methionine	XM5MC0
729346350	Uridine triacetate	XM28B1
1069057000	Cholinesterase	XM8ZA0
17572988	Edetates	XM0588
833699176	Digitalis antitoxin	XM9AD6
1143929845	Prednisolone and Promethazine	XM5VJ5
1705706917	4-dimethylaminophenol	XM2H17
1081520012	Acetylcysteine	XM7372
83145212	Protamine	XM2GR4
1592211377	Copper sulfate	XM4JM7
1357809969	Fomepizole	XM7LQ9
780166318	Obidoxime	XM8ET8
365713082	Prussian blue	XM62Q3
977278568	Sugammadex	XM9NQ8
1244087669	Andexanet alfa	XM01C9
1340068085	Flumazenil	XM2UQ5
130393838	Benoquin	XM9R98
817821604	Ultrasound contrast media	XM5TN4
449454838	Magnetic resonance imaging contrast media	XM05Z9
1845354831	X-ray contrast media, iodinated	XM2S71
271893306	Idarucizumab	XM0666
275695480	Diagnostic radiopharmaceuticals	XM9320
310663128	X-ray contrast media, non-iodinated	
142356096	Charcoal medicinal topical	XM4JD6
39205218	Heet	XM1FF8
954758534	Elase	XM1KB4
470491638	Dextromoramide topical	XM9YX8
623594468	Therapeutic radiopharmaceuticals	XM45C8
914355368	Chloresium	XM6GG8
495097912	Cell stimulants and proliferants	XM8JB2
1111542037	Cantharides	XM4597
926611224	Lactic acid	XM6P44
2042332749	Lytta (vittatta)	XM2D09
1208079367	Nonoxinol	XM54L7
1295383545	Panthenol topical	XM7DL5
1305477993	Tosylchloramide sodium	XM0M54
118037652	Santyl	XM0VK2
413136168	Spermicide	XM8EC8
1197319173	Scarlet red	XM4AZ3
937365384	Sodium borate therapeutic	XM6Z04
864510248	Nonylphenoxy (polyethoxy-ethanol)	XM4M68
2016558989	Octoxinol-9	XM2TV0
1116500843	Preparation H	XM3403
729375136	Gamolenic acid	XM4QZ6
1446047542	Becaplermin	XM0M02
1028827364	Urea topical	XM8WU4
569689844	Capsaicin	XM14C4
1691752827	Zucapsaicin	XM5DL8
396922666	Gelfilm	XM5VL6
858023521	Dextranomer	XM3GL1
1214963209	Enzyme depolymerizing	XM0M69
1238274578	Crilanomer	XM7618
1932927265	Podophyllotoxin	XM8865
167462143	Tazarotene	XM6BQ3
2059367981	Selenium compounds	XM60N1
1124801004	Sodium apolate	XM1485
651211871	Tacalcitol	XM3711
1467749986	Organo-heparinoid	XM7ZQ6
1291501040	Enoxolone	XM1JG0
653497031	Trolamine	XM0W31
1288961794	Betulae cortex	XM1W34
1321203975	Dupilumab	XM1015
1226415455	Brimonidine	XM1A95
272257275	Ingenol mebutate	XM1NP5
1133787699	Deoxycholic acid	XM8HP9
1247563886	Mequinol	XM0RJ6
1957949770	Calcipotriol	XM2TT0
1579900900	Lithium succinate	XM9MC0
37789550	Cadmium compounds (medicinal)	XM8ZR0
1517990440	Aluminium oxide	XM41S0
1948529668	Albumin tannate	XM7XL9
913853914	Trafermin	XM33M4
1616067466	Diosmectite	XM87L7
727995572	Pimecrolimus	XM5DF2
289398980	Metandienone topical	XM4HG0
92837439	Ceratonia	XM0XA0
375703416	Abrocitinib	XM0A16
1046680667	Crospovidone	XM3AJ8
221780366	Anticholinesterase reversible ophthalmological	XM5568
1446779299	Copper sulfate cupric medicinal eye	XM3X79
1555152591	Demecarium bromide	XM8S71
2022612479	Anti-infective ophthalmic preparation	XM6G79
1126651771	Echothiophate	XM17P1
1564721213	Ammonium acid tartrate	XM6H73
433138086	Eucatropine	XM8PJ6
2005968157	Bibrocathol	XM6NB7
5121931	Chymotrypsin ophthalmic preparation	XM32H1
2090122161	Colistin sulfate (eye preparation)	XM6E41
1842846663	Befunolol	XM5T83
596286930	Dendrid	XM1X30
680428412	Dipivefrine	XM0L12
42045728	Adrenal ophthalmic preparation	XM75W8
1559492143	Fluorphenylalanine	XM45L3
1997445823	Hydroxyamphetamine	XM9EN3
1008497766	Edoxudine	XM09W6
111294594	Ecothiopate iodide	XM7K14
56274178	Levobunolol	XM8098
1136832491	Contact lens solution	XM1WZ1
214591358	Cycloplegic drug	XM3918
1368567538	Racecadotril	XM86M9
1225605223	Herplex	XM1783
1189069563	Lachesine	XM0PE3
1139535109	Mydriatic drug	XM5PU9
1827233611	Silver protein	XM56H1
1817112379	Polymyxin E sulfate (eye preparation)	XM9N59
694956210	Sodium borate cleanser eye	XM7AV0
1178221163	Neosporin ophthalmic preparation	XM28C3
909534072	Hypromellose	XM9E72
2035655139	Methylparaben (ophthalmic)	XM4QZ9
2089055885	Physostigmine	XM4605
107905788	Mycitracin ophthalmic preparation	XM4DY8
1677158313	Propylparaben (ophthalmic)	XM2WK3
43080738	Stoxil	XM6Q18
332561494	Sulfisoxazole ophthalmic preparation	XM8A14
1324475284	Pemirolast	XM3ZJ4
1633694348	Visine	XM31C8
813391098	Picloxydine	XM2JR8
1964457222	Tetrahydrozoline	XM5RC2
627893429	Tear solution	XM61C9
1199103533	Methazolamide	XM8P33
1384540261	Acetazolamide	XM9X81
1121373321	Dichlorphenamide	XM4LU1
1219345225	Sulfonamide eye	XM9PG5
368236835	Ethoxzolamide	XM4DH5
627053090	Dorzolamide	XM3BT0
354961184	Unoprostone	XM5ZG4
804107598	Brinzolamide	XM9GB8
441303370	Latanoprost	XM5130
2061106615	Bimatoprost	XM6E95
201776384	Phospholine	XM4PY4
328217780	Miotic drug	XM2JE0
165087854	Metipranolol	XM0YH4
989264790	Fluostigmine	XM6JB1
1042292258	Anecortave	XM3PF8
1368648811	Cenegermin	XM57P1
442332660	Iodoheparinate	XM42E0
808034466	Ranibizumab	XM95Y7
448302436	Pegaptanib	XM0GK6
1452242155	Formocortal	XM6GF5
805110264	Lifitegrast	XM67C4
3344840	Travoprost	XM9BS0
1842517944	Guaiazulen	XM7CE4
76455928	Tafluprost	XM3UC8
569687928	Autologous limbal stem cells	XM0YQ8
192965158	Artificial tears and other indifferent preparations	XM2GK8
235092116	Dapiprazole	XM6PD6
299986151	Fomivirsen	XM0C71
1543689095	Mercury compounds	XM7415
906755246	Pranoprofen	XM9166
1965178309	Netarsudil	XM8469
706356159	Sulfadicramide	XM3G39
546800851	Sulfafenazol	XM13T1
2078751035	Ocriplasmin	XM2RM5
1538687364	Interferon ophthalmic preparation	XM4F24
698160410	Nepafenac	XM4GZ0
1123641112	Olopatadine	XM0ST2
2115032656	Besifloxacin	XM1A96
588296822	Bromfenac	XM0QS2
380683890	Brimonidine ophthalmic preparation	XM14H0
1066963009	Nandrolone ophthalmic preparation	XM7UH0
668394364	Acetylcholine ophthalmic preparation	XM9KS5
330148706	Loteprednol	XM9KL6
1957966798	Azidamfenicol	XM49V8
665092164	Apraclonidine	XM3XE4
1702493703	Alcaftadine	XM4JE3
872941662	Ciclosporin ophthalmic preparation	XM3ZG3
1878284651	Emedastine	XM1CM1
229345705	Lodoxamide	XM9L65
336888564	Sodium edetate ophthalmic preparation	XM2LQ4
56598909	Spaglumic acid	XM63C9
1564219147	Levocabastine	XM32J7
150133984	Ambazone	XM7CJ4
1231918423	Alkaline antiseptic solution (aromatic)	XM7BG3
2051471624	Verteporfin	XM2Y24
417608214	Biclotymol	XM59F4
1046501282	Sodium chloride, hypertonic (ophthalmic)	XM7SY2
1039472790	Amylmetacresol	XM9SX0
475636778	Bisdequalinium (salts) (diacetate)	XM51P8
745164706	Chloromycetin otic solution	XM0LW6
2042642815	Dichlorobenzyl alcohol	XM96Z5
308909434	Copper sulfate cupric medicinal ear	XM2954
53130510	Corbadrine	XM6270
1719659045	Neosporin ENT agent	XM9EQ5
1015649530	Thenoic acid	XM8YH0
147542836	Glycerol borax	XM37H6
1009925013	Myristyl-benzalkonium	XM3RP3
740820800	Levonordefrin	XM4UQ0
1820678236	Acetic acid ENT agent	XM83Z7
1937857645	Nose preparations	XM4RA5
598004257	Ritiometan	XM0G17
747232256	Calcium hexamine thiocyanate	XM9FX7
858791020	Zinc chloride (mouthwash)	XM9VY0
273667617	Octenidine	XM3NR8
1185716422	Phenazone topical	XM0M82
746680186	Adiphenine	XM1Q67
1612046570	Ambutonium bromide	XM0DF0
1396003388	Agents predominantly used for urinary frequency and incontinence	XM1JA8
509552369	Antazoline topical	XM8XE9
2061604265	Agents predominantly used for gastrointestinal disorders	XM9FY5
1301891537	Emepronium bromide	XM0CR7
2082382492	Anticholinergics predominantly used for Parkinson disease	XM6WD2
452924571	Anticholinergic	XM0B31
1521200142	Amprotropine	XM1Q22
1355019250	Artane	XM66R0
462640587	Aminopentamide	XM0TL7
1873569912	Aniscoropine	XM3HR2
238005091	Benztropine anticholinergic	XM8NZ1
634570739	Benaprizine	XM3NJ0
1707358084	Antimuscarinic	XM5BE4
1259173098	Belladonna alkaloids	XM5098
808219067	Benzilonium bromide	XM54W7
1074358856	Atropine derivative	XM7LZ6
533412709	Belladonna herb	XM2YW9
171281709	Belladonna extract	XM6RQ9
640720342	Butropium bromide	XM5ML2
1040063182	Cyclodrine	XM0VC2
1672868399	Butyl scopolamine bromide	XM1T59
1463521179	Clidinium bromide	XM2619
66961430	Cogentin	XM2HD0
369325662	Clorotepine	XM8KY2
930332066	Carpronium chloride	XM8JS6
566813117	Benactyzine	XM29D7
103552892	Cyclopentolate	XM7VB2
332570932	Cycrimine	XM93T2
1307300595	Diphemanil	XM89R5
476785058	Dibutoline sulfate	XM4CZ8
601967288	Dyphylline	XM3A08
1291126913	Caramiphen	XM9633
425657952	Duboisine	XM1M52
1233350559	Ethaverine	XM17M9
909557278	Hyoscyamus	XM1EF8
53574252	Hyoscyamus dry extract	XM4FB2
1506215095	Levsin	XM5ED5
939953998	Mepenzolate bromide	XM0WK8
1468854999	Methylatropine nitrate	XM3KR9
2099531973	Methscopolamine bromide	XM0E13
1239967121	Flopropione	XM3L41
1008511236	Mepiperphenidol	XM1FH6
1289505391	Hexasonium iodide	XM8WX2
1178265357	Etomidoline	XM62B7
1179774211	Extrapyramidal antagonist	XM6L51
156837272	Homatropine	XM7832
675472484	Euphthalmine	XM1VS4
847980578	Isopropamide iodide	XM4QH8
866460050	Methanthelinium bromide	XM39X0
1832042033	Methylbenactyzium bromide	XM14X3
1294873757	Parasympatholytic	XM3A77
1387846953	Oxapium iodide	XM5YT3
598986596	Milverine	XM5F96
947734656	Muscle affecting agents relaxants smooth	XM3YV6
415658660	Pipethanate	XM6MG0
1554099861	Spacoline	XM7PY1
1661112163	Octatropine methyl-bromide	XM4U03
1735631651	Spasmolytic anticholinergics	XM14Z1
656874422	Smooth muscle relaxant	XM31L2
694530502	Thiphenamil	XM0GS2
1021942958	Profenil	XM3CK8
1575267627	Penthienate	XM8U27
1749342511	Pramiverine	XM7711
1482584139	Tridihexethyl iodide	XM17K9
401672366	Spasmolytic autonomic	XM6RA6
1284427699	Spasmolytic quaternary ammonium	XM9NH9
1470476345	Scopolia extract	XM3UE6
1016792974	Propantheline bromide	XM7VK4
1222025501	Quaternary ammonium parasympatholytic	XM1JN1
1573777349	Tiemonium	XM9WW9
1390609637	Tritiozine	XM4YB7
1302382083	Tricyclamol chloride	XM2TJ3
1463830697	Toquizine	XM8YD7
1727666915	Tiquizium bromide	XM2595
490191666	Tropicamide	XM4466
660951892	Trimeprazine (tartrate)	XM5S52
1445478188	Anticholinergics predominantly used for obstructive airway diseases	XM1CE8
1226657853	Tropacine	XM2973
205492150	Triampyzine	XM64P0
308451106	Triperiden	XM2M46
1372569763	Terodiline	XM4DW3
1687233632	Cade oil	XM4FV2
1018339529	Darifenacin	XM1N89
554978201	Butantrone	XM8GU1
1952169430	Cadmium sulfide (medicinal)	XM2ST0
465636721	Allantoin	XM9ZS1
125758439	Ammonium persulfate	XM8RR9
1580165256	Ammonium ichthyosulfonate	XM2GV6
784779525	Alum (medicinal)	XM7H25
382104985	Fesoterodine	XM4265
961164617	Desfesoterodine	XM5QR7
164043318	Oxybutynin	XM0LB8
142743946	Tigloidine	XM8346
1272045264	Anthralin	XM8HL4
1619781023	Propiverine	XM9FU4
1407494672	Mirabegron	XM5L72
1451133989	Meladrazine	XM0M49
673836652	Flavoxate	XM0CH2
1721837188	Trospium	XM7V08
631847448	Tolterodine	XM82U8
1289090006	Solifenacin	XM2Z66
2078422340	Carbon dioxide snow	XM4AW0
1096579492	Capsicum	XM9TT3
1623804624	Chrysarobin	XM7HY4
458227695	Chloroxine	XM92H5
384208590	Emepronium	XM6190
299617205	Trospium chloride	XM8F25
776485787	Chlorothymol	XM01Q7
811035631	Antiseborrheics	XM8SX1
755880398	Isopropyl alcohol medicinal	XM7KM8
1861843868	Diachylon plaster	XM95C8
1108972535	Methyl nicotinate	XM1VX5
1926201581	Keratolytic drug anthracene	XM6ES1
1319614928	Ethyl chloride local	XM3JC8
1700451648	Euresol	XM7WC9
795226667	Enzyme proteolytic	XM17Y7
1731278501	Keratoplastic	XM4KL1
569488137	Coal tar medicinal (ointment)	XM3P37
1048748589	Dimethylamine sulfate	XM26P0
582244700	Lassar's paste	XM76E0
918771414	Hemostyptic	XM8GV4
1631646478	Depilatory	XM5W78
2064109012	Dimethyl sulfoxide medicinal	XM64V2
616930551	Corn cures	XM7PM1
873399617	Collagenase topical	XM3LD7
1532563352	Ethyl fumarate	XM4P92
1488672189	Hair dye	XM7VL9
230091538	Selenium sulfide	XM43T8
1987188435	Keratolytic drug	XM23V5
1642546048	Dithranol	XM8RS8
1213763301	Trichloroacetic acid medicinal	XM6U21
1998477187	Monobenzone	XM8N27
151747886	Sulfur keratolytic ointment	XM6ZA6
1025683688	Pyrithione zinc	XM6YQ8
2020304239	White lotion (keratolytic)	XM6T99
1838535463	Vleminckx's solution	XM2V83
1127717447	Silver nitrate toughened (keratolytic)	XM3E07
770189662	Rubefacient	XM5DQ2
1567261395	Salicylic acid	XM68B5
702009361	Aluminium chloride	XM7FE1
738592639	Aluminium subacetate	XM2399
1009346137	Aluminium acetate	XM3P38
391538106	Savin (oil)	XM02N6
1571174573	Trioxysalen	XM4RP3
929279482	Tioxolone	XM7GY2
40135056	Thioglycolate	XM1W96
923314166	Sulfur compounds not elsewhere classified (medicinal)	XM1FW6
755646135	Glyceryl monothioglycolate	XM7AM5
1123838823	Fumaric acid	XM7WA3
562434274	Retinoids	XM3GF4
24755469	Bergapten	XM1G69
232644894	Triacetoxyanthracene	XM4ZP4
1717401589	Resorcin, resorcinol medicinal	XM4549
399772361	Aluminium diacetate	XM2D21
856991583	Methoxsalen	XM47G3
1256289879	p-Toluenediamine	XM5L79
407395674	Selsun	XM1UK4
1552198898	Antihemorrhoidal preparation	XM38V9
65917006	Xenysalate	XM25J6
473296117	Duponol (C) (EP)	XM2KD7
1823950714	Dial (soap)	XM16X4
1129319848	Hamamelis	XM20Y8
646684691	Detergent external medication	XM1KT1
1196043242	Green soap	XM3Y82
697669873	Lauryl sulfoacetate	XM2273
579962461	Lowila	XM9RY1
1213469450	Iproheptine	XM1DT0
144299760	Soap medicinal, soft	XM2P20
1494692734	Lead acetate	XM8P35
133917679	Antiperspirant	XM4KJ0
111798204	Tannic acid medicinal (astringent)	XM1484
1734896711	Thiram medicinal	XM7KD1
1284833495	Witch hazel	XM4S15
447457094	Tretinoin topical	XM7C94
1494249901	Silver anti-infectives	XM0CN1
1614893877	Retinol topical	XM6PV8
203702480	Septisol	XM1AY0
1033769626	Soap superfatted	XM6EW6
1465616333	Polyethanolamine alkyl sulfate	XM3E94
229505298	Sulfatostearate	XM3DK8
1680899957	Motretinide	XM6KD7
263252382	Isotretinoin topical	XM2PQ2
429994410	Silver nitrate	XM6RF0
1892084332	Tetracycline topical	XM53X2
326487076	Silver nitrate ophthalmic preparation	XM2U36
447008589	Acrinol	XM8K50
1596039350	Acrisorcin	XM5PD0
976664447	Aluminium sulfate	XM6JG7
240988763	Azelaic acid	XM6SG3
1926910802	Benzoic acid with salicylic acid	XM7SQ2
717121065	Bacimycin	XM4PL5
1885428250	Aerosporin topical	XM9B70
2033956208	Bismuth salts glycolylarsenate	XM7S48
1453242192	Benisone	XM2ZR2
2117076778	Bromosalicylchloranitide	XM84D8
1132853640	Benzyl benzoate	XM7QG0
747748273	Benzoyl peroxide	XM43M3
2044612096	Benzoic acid	XM9JZ6
1711177778	Boric acid	XM5RT8
1414444056	Aminoacridine	XM6RK6
320592041	Benzalkonium chloride	XM2VS1
100572295	Bacitracin zinc	XM00V5
1824850728	BHC (medicinal)	XM9208
1290717157	Silver colloidal	XM3QX7
1752732952	Benzyl Benzoic acid	XM0GX2
869655804	Silver sulfadiazine	XM9R64
352318481	Amphotericin B topical	XM7CU1
401262540	Vegetable extract, astringent	XM19Y0
95859211	Candicidin	XM2AV1
1698192420	Acriflavinium chloride	XM2FL0
1176020923	Sodium lauryl (sulfate)	XM1X23
404735493	Benzethonium chloride	XM1QH3
427001685	Calomel	XM7VA5
1019140759	Buclosamide	XM0YT9
1172860144	Anti-infective bismuth, local	XM8GN4
53787023	Carbamide peroxide	XM2V43
1049305409	Aluminium acetate solution	XM0CC9
210579741	Butoconazole (nitrate)	XM6862
1358111272	Alkonium (bromide)	XM3NX2
538608555	Alclometasone	XM2ET5
1158517856	Allethrin	XM7TF6
1780901056	Adrenal topical	XM7696
658007015	Adapalene	XM10R5
909344251	Carbol fuchsin	XM2ZX1
1434797368	Basic fuchsin	XM7E88
1428354374	Chlortetracycline topical	XM0295
1081865088	Bacitracin zinc with neomycin	XM6Y48
631267019	Asiaticoside	XM7VP9
429293509	Benzoxonium chloride	XM63Y9
1147262258	Argyrol	XM44R8
1077525406	Antifungal disinfectant, local	XM1JC6
1930535538	Cethexonium chloride	XM1BP8
433338149	Ceepryn	XM5ZY9
351638141	Chloramine T	XM8HU1
1014128873	Chlorhexidine	XM7DZ3
369538489	Cetrimonium bromide	XM6ZW9
431963435	Chloramphenicol topical	XM72P5
1728948212	Chlorhydroxyquinolin	XM2ZT2
137406243	Carfusin	XM6C04
1175873032	Cetalkonium chloride	XM9432
752087889	Castellani's paint	XM9H69
392885481	Clobetasone	XM6MJ1
1837105304	Cetylpyridinium chloride	XM94W4
1293056170	Cetrimide	XM62D0
758202527	Chlorocresol	XM8FE7
1984857988	Chlorinated soda solution	XM0HL8
1458945376	Cloxiquine	XM6BT6
681267395	Creosote (coal tar) (beechwood)	XM35M5
1558161986	Chlorphenesin topical (antifungal)	XM93C6
651208355	Clodantoin	XM2WP5
1276457972	Ciclopirox (olamine)	XM0852
1508607420	Chlorquinol	XM2CN0
1030088331	Cresol (s)	XM7ZK1
1189303210	Cresol and soap solution	XM0WM0
223743233	Cresyl acetate	XM4YB3
205622115	Chamomile	XM7CX5
106042285	Crotamiton	XM3726
2111088268	Cresylic acid	XM0348
52296545	Chloroxylenol	XM3XC5
114043919	Chlorinated lime and boric acid solution	XM5D99
326161063	Copper gluconate	XM4M83
154659965	Clotrimazole	XM8W85
304421925	Creosol (compound)	XM42L5
2108645822	Clofenotane	XM8TG2
1119567110	Dequalinium chloride	XM8CF0
679389267	Dettol	XM0PQ7
1031806491	Desonide	XM6LZ1
2008873328	Dakin's solution	XM7YY8
759859117	Dibromopropamidine isethionate	XM1RR7
44944755	Dofamium chloride	XM7YF5
391347003	Dodicin	XM3JL3
763772371	Ethylene oxide medicinal	XM09B1
1898856394	Gentamicin topical	XM0XR4
1675801624	Gamma-benzene hexachloride (medicinal)	XM5JA4
949842699	Furazolium chloride	XM6AZ9
1305350122	Fenticlor	XM9K22
1193845386	Domiphen bromide	XM3TY6
1479588258	Exalamide	XM2258
923646327	Dicophane	XM06U7
574600513	Econazole	XM5XH3
34241795	Diethyltoluamide	XM2355
400394661	Flurobate	XM67C1
1745048106	Ethacridine	XM5QE6
1456222860	Dibrompropamidine	XM0UE0
940802453	Dimazole	XM4A13
770521053	Dixanthogen	XM42D3
1560581728	Erythromycin topical	XM8E88
972108379	Fluocinonide	XM2E99
1466747300	Glutaraldehyde medicinal	XM18N0
296504336	Hexachlorophene	XM95K6
1768887164	Glyceryl triacetate topical	XM7XA4
1315839277	HCH medicinal	XM6XH7
498456153	Eurax	XM91H3
290043040	Kwell anti-infective (topical)	XM07S0
1325554813	Locorten	XM7CM3
1809909775	Medrysone	XM6L15
993878478	Mafenide	XM5MZ8
1055700640	Halquinols	XM3KW0
1625626275	Melaleuca alternifolia oil	XM53R5
1657585064	Halethazole	XM9Q64
353491504	Hedaquinium	XM8UW4
1365198057	Malathion (medicinal)	XM6QD7
343776098	Lindane medicinal	XM8E58
793407048	Laurolinium	XM3U48
1264202451	Hypochlorite	XM02H1
1968826379	Ichthammol	XM3PT9
1360858121	Hydrargaphen	XM19W1
1999768560	Haloprogin	XM0C80
1265856573	Merbromin	XM35K3
1718692760	Halcinolone	XM5UQ0
1836397878	Gramicidin	XM7Y78
1587840155	Hydroxytoluene medicinal	XM6E35
2072781257	Isoconazole	XM6BF8
1155775041	Hydrargyri amino-chloridum	XM0JC1
1104647615	Hexamidine	XM7RK5
1694445805	Lidex	XM8C45
23516602	Hydrogen peroxide	XM4AG2
21993304	Mercury ammoniated	XM2J64
1081568913	Mercurochrome	XM1B13
2121577545	Mercaptobenzothiazole salts	XM7FY5
1257949693	Merthiolate	XM9613
293932770	Mercury oxide, yellow	XM6Q50
468537630	Methyl paraben	XM0XV0
725303814	Mesulfen	XM2JH4
507283060	Metactesylacetate	XM2M00
1627891053	Mercury chloride (ammoniated)	XM10V3
716372936	Mercury anti-infective topical	XM9Z76
236185430	Methyl prednisolone topical	XM1910
1642225149	Micatin	XM0ZY9
1424333193	Methylrosanilinium chloride	XM2793
1691775491	Methylrosaniline	XM7C91
736017046	Monistat	XM9A06
298272256	Mupirocin	XM23B6
1330698657	Natamycin	XM2BK7
1308956451	Naftifine	XM1HX1
1631972749	Mycifradin topical	XM43U9
1521381353	Neomycin topical	XM7D13
1049083056	Myralact	XM14D6
812382912	Nilstat topical	XM5BH2
556325576	Neomycin with bacitracin	XM51P6
438251502	Noxytiolin	XM1102
732265892	Nitromersol	XM4T72
1788707939	Nitrozone	XM2HP9
170938056	Orthoboric acid	XM70Z6
805114636	Phenol	XM6L76
1089032499	Neosporin topical	XM6YS1
356737004	Parachlorophenol (camphorated)	XM9LG4
1539452601	Peruvian balsam	XM0MS1
1889071705	Phenothrin	XM4H85
547447562	Nitrofurazone	XM71W2
541367194	Paramethasone acetate	XM12F4
276262930	Oxychlorosene	XM8610
973317444	Phenoctide	XM70C4
628143208	Oxylone	XM7N08
1372698231	Methylbenzethonium chloride	XM5HR1
791783798	Piketoprofen	XM3DV8
1086329821	Propamidine	XM35Q1
1047693570	Potassium Permanganate medicinal	XM0XP0
1951297129	Polymyxin B topical	XM7B69
7427034	Polyoxymethyleneurea	XM2G74
1976031145	Proflavine	XM6YA5
1726934	Phenoxyethanol	XM9D74
1907817449	Oxiconazole	XM63S9
1895037015	Polynoxylin	XM0J95
1518808327	Propiolactone	XM4TA7
1793051779	Phenylmercuric borate	XM89P9
986652478	Phenylmercuric nitrate	XM0K18
184349878	Propionate (calcium) (sodium)	XM77H8
442328848	Phenylmercuric acetate	XM3R68
1783709213	Pyrethrum extract	XM03K3
1333369679	Propion gel	XM3DH9
1076226893	Salicylhydroxamic acid	XM9773
1357869819	Retinoic acid	XM2SR9
2142210133	Pyrogallic acid	XM2A13
1684082511	Sporostacin	XM1VV3
617631560	Pyrogallol	XM8BE0
805367984	Steroid topical	XM8HC5
274608892	Sodium hyposulfite	XM5372
642194029	Terconazole	XM33Y9
1440439557	Sodium hypochlorite medicinal (anti-infective) (external)	XM5GX7
719355420	Sodium perborate medicinal	XM7Z80
2038778704	Sulfur ointment	XM4XY4
1058981972	Sodium propionate	XM7EV2
945310233	Triamcinolone hexacetonide	XM4873
709348970	Sulfacetamide	XM2CH0
1021697063	Tolnaftate	XM23C3
204721981	Tioconazole	XM9HG1
