diagnosis_id	attribute_id	is_required
1623012993	437215757	False
259204343/other	437215757	False
259204343/unspecified	437215757	False
370349933	437215757	False
441183088	437215757	False
133532168	437215757	False
1359282431	437215757	False
1683066042	437215757	False
809412333	437215757	False
1935203065	437215757	False
476391827	1726150948	False
761526554/unspecified	437215757	False
1092991948	437215757	False
1181120673	437215757	False
1181120673	2082570273	False
1848472780	437215757	False
1972085775	437215757	False
1205958647	437215757	False
830895072	437215757	False
59746265	437215757	False
581614179	437215757	False
458723679	437215757	False
793651617	437215757	False
704377697	437215757	False
1181145033	437215757	False
852199222	437215757	False
1468025508	437215757	False
590158429	437215757	False
521644150	437215757	False
886535028	437215757	False
1870792958	2082570273	False
795498738	2082570273	False
1955742846	437215757	False
1170831944	437215757	False
113855390	437215757	False
241259584	2082570273	False
2099226249	437215757	False
971069309	437215757	False
1301112226	437215757	False
374645015	437215757	False
344162786/other	437215757	False
950749043	437215757	False
2114593305	69890123	False
344162786/unspecified	437215757	False
1410885722	437215757	False
162723448	437215757	False
1520312138	437215757	False
408185629	437215757	False
1828273122	437215757	False
1047622632	69890123	False
748684360	437215757	False
800386953	437215757	False
114861782	437215757	False
515117475/unspecified	437215757	False
1258234397	437215757	False
515117475/other	437215757	False
622539597	437215757	False
1070977756	437215757	False
1045590756	437215757	False
1730538785	437215757	False
1617309258	437215757	False
86893536	437215757	False
968321593	437215757	False
2098808565	437215757	False
1752991130	437215757	False
1939783715	437215757	False
1986254320	437215757	False
611884487	437215757	False
2097987918	437215757	False
1159500625	437215757	False
898671899	437215757	False
1368453220	437215757	False
2131489280	437215757	False
1904259873	437215757	False
1901532155	437215757	False
1468443358	437215757	False
1868957860	437215757	False
348880565	437215757	False
591459080	437215757	False
1025126715	437215757	False
407800318	437215757	False
590084641	437215757	False
2014424158	437215757	False
1758486982	437215757	False
1152724767	437215757	False
1180710837	437215757	False
43485318	437215757	False
260431605/unspecified	437215757	False
260431605/other	437215757	False
1791890273/unspecified	437215757	False
1791890273/other	437215757	False
1782446047	437215757	False
2028159831	437215757	False
310525774	437215757	False
311130195	437215757	False
2009723608	437215757	False
627227610	437215757	False
881075891	437215757	False
1452025934	437215757	False
1076459084	437215757	False
95437466	437215757	False
1511666294	437215757	False
172534059	437215757	False
212783184	437215757	False
2126196456	437215757	False
261717573	437215757	False
961342634	437215757	False
259819221	437215757	False
330367715	437215757	False
1814714379	437215757	False
1372580647	437215757	False
126061580	437215757	False
257279035	437215757	False
1507927553	437215757	False
1836987572/unspecified	437215757	False
32381300	437215757	False
2056082629	437215757	False
1836987572/other	437215757	False
1626739132	437215757	False
1070805666	437215757	False
421560565/unspecified	437215757	False
1519976244	437215757	False
1578120180	437215757	False
192317267	437215757	False
1066660073	437215757	False
2123003017	437215757	False
819139656	437215757	False
347173617	1726150948	False
347173617	2082570273	False
2138913203	1726150948	False
2138913203	2082570273	False
1870104478	1726150948	False
1870104478	2082570273	False
1461326813	1726150948	False
1461326813	2082570273	False
1713004064	437215757	False
59420827	639052684	False
825174631	437215757	False
188143345	437215757	False
877691945	437215757	False
1310075986/unspecified	437215757	False
895890688/other	437215757	False
632691012	437215757	False
1079142440	437215757	False
1360742845	437215757	False
1024154490	437215757	False
1024154490	639052684	False
1090376918	437215757	False
1323682030	437215757	False
1323682030	639052684	False
592503877	639052684	False
57624587	639052684	False
863363439	639052684	False
895890688/unspecified	437215757	False
1310075986/other	437215757	False
1575436458	639052684	False
1176185297	437215757	False
1176185297	639052684	False
1018754291	639052684	False
1272236893	639052684	False
51058745	639052684	False
22148446	639052684	False
838827800	639052684	False
918578739	639052684	False
912000451	639052684	False
1633771065	639052684	False
142052508/unspecified	639052684	False
1156467483	639052684	False
142052508/other	639052684	False
2055911922	437215757	False
1179190045	437215757	False
792998717	437215757	False
1296842178	437215757	False
1582326354	437215757	False
1682546376	437215757	False
727572936/other	437215757	False
636442787	437215757	False
971074877	437215757	False
671608920	437215757	False
199926195	437215757	False
997078901	437215757	False
1554686121	437215757	False
1242562217	437215757	False
1050848854	437215757	False
1542022084	437215757	False
483935344	437215757	False
1342042688	437215757	False
368439751	437215757	False
1586238738	437215757	False
1740311007	437215757	False
727572936/unspecified	437215757	False
607238524	437215757	False
1212576561	2082570273	False
2097276976	2082570273	False
786106058	2082570273	False
995310870	437215757	False
1578692740	437215757	False
716546173	2082570273	False
1079654421/other	437215757	False
476505279	437215757	False
1079654421/unspecified	437215757	False
2035326404/other	437215757	False
2035326404/other	2082570273	False
2035326404/unspecified	437215757	False
2035326404/unspecified	2082570273	False
984580942	437215757	False
1308808115	437215757	False
1308808115	2082570273	False
934401704	437215757	False
621183043	1726150948	False
133616951	639052684	False
239985204/unspecified	639052684	False
239985204/other	639052684	False
778191161	437215757	False
778191161	639052684	False
325070079	437215757	False
443932646	437215757	False
194200207	437215757	False
214991332	437215757	False
1859686171	437215757	False
176527586	437215757	False
2134774384	437215757	False
1741519874/unspecified	437215757	False
1741519874/other	437215757	False
1466261902	437215757	False
398735090	437215757	False
102935451	437215757	False
2046208198/unspecified	437215757	False
277345691	437215757	False
1922038628	437215757	False
2046208198/other	437215757	False
1976317967	437215757	False
1667851791	437215757	False
1626028894	437215757	False
94435020	2082570273	False
425213515	2082570273	False
946135091	437215757	False
1391556257	437215757	False
576344431	2082570273	False
1871672644	2082570273	False
958574481	2082570273	False
1264914040/other	2082570273	False
1264914040/unspecified	2082570273	False
1145813715	2082570273	False
1992638304	2082570273	False
1764886525	2082570273	False
553678663	2082570273	False
1775228393	2082570273	False
1096330540	2082570273	False
981500188	2082570273	False
1195691020/unspecified	2082570273	False
1195691020/other	2082570273	False
1437411258	2082570273	False
1881255733/unspecified	2082570273	False
137948740	2082570273	False
124034626	2082570273	False
40398753	2082570273	False
1595026136	2082570273	False
1068805858	2082570273	False
1881255733/other	2082570273	False
867263590	2082570273	False
1851797100	437215757	False
1851797100	2082570273	False
2140708241	2082570273	False
921332634	2082570273	False
1742412137	2082570273	False
1555919427	2082570273	False
1321292468	2082570273	False
1084515160/unspecified	2082570273	False
1084515160/other	2082570273	False
1422140552	2082570273	False
1798198077	2082570273	False
996054063	2082570273	False
1411505176	2082570273	False
1301367190	2082570273	False
21457081	2082570273	False
525875405	2082570273	False
1540965840/other	2082570273	False
1072779485	2082570273	False
986425830	2082570273	False
1557819335	2082570273	False
1917562684	437215757	False
1917562684	2082570273	False
21063503	2082570273	False
524771725	2082570273	False
1522101892	2082570273	False
1007835083	2082570273	False
809513664	2082570273	False
728568723	2082570273	False
374867766	2082570273	False
659345903	2082570273	False
506390162	2082570273	False
54219558	2082570273	False
1955750400	2082570273	False
2098778749	2082570273	False
398087495	2082570273	False
12955175	2082570273	False
2132506026	2082570273	False
1540965840/unspecified	2082570273	False
320939116/other	2082570273	False
2045954085	2082570273	False
807866001	2082570273	False
320939116/unspecified	2082570273	False
231914102	2082570273	False
171433417	2082570273	False
155239409	2082570273	False
1048032051	2082570273	False
587895568	2082570273	False
593358914	2082570273	False
1398301359/unspecified	2082570273	False
198057480	2082570273	False
457723225	2082570273	False
1541354821	2082570273	False
995429783	2082570273	False
1592466107	2082570273	False
1393205731/other	2082570273	False
1548172077	2082570273	False
137260047	2082570273	False
234431289	2082570273	False
1398301359/other	2082570273	False
467618964	2082570273	False
1393205731/unspecified	2082570273	False
378289009	2082570273	False
55732315	2082570273	False
1412360037	2082570273	False
908519836	2082570273	False
545503130	2082570273	False
592540137	2082570273	False
1691795580	2082570273	False
531992011	2082570273	False
1439848767	69890123	False
561973698	69890123	False
1665630624	2082570273	False
1144308820	69890123	False
784669405/unspecified	2082570273	False
1170766352	2082570273	False
1024673117	2082570273	False
815371435	69890123	False
780087080	69890123	False
784669405/other	2082570273	False
1960178239	69890123	False
804818712	69890123	False
1131874111	69890123	False
1717822746	69890123	False
692627574	69890123	False
1603260352	69890123	False
1032307009	69890123	False
1538759435	69890123	False
1498131691	69890123	False
1169384556	69890123	False
818632099	69890123	False
1227526590	69890123	False
553167358	69890123	False
1006657919	69890123	False
1224838190	69890123	False
1489767637	69890123	False
1331941447	2082570273	False
744578092	69890123	False
327718790	2082570273	False
1884917970	2082570273	False
2120398583	69890123	False
1912806631/other	2082570273	False
855656343	69890123	False
315857351	2082570273	False
1806112165	437215757	False
1806112165	2082570273	False
760322910/unspecified	437215757	False
760322910/unspecified	2082570273	False
1323593849	437215757	False
1323593849	2082570273	False
1781315693	2082570273	False
1912806631/unspecified	2082570273	False
695959188	2082570273	False
760322910/other	437215757	False
760322910/other	2082570273	False
1057235839	437215757	False
1943971906	2082570273	False
1940221808	2082570273	False
793808984	2082570273	False
1759668616	2082570273	False
50133217	2082570273	False
1133937916	2082570273	False
481852400/other	2082570273	False
2030367981	2082570273	False
549472657	2082570273	False
1432320915	2082570273	False
229221394	2082570273	False
1377614074	2082570273	False
1066724932	2082570273	False
983355198	2082570273	False
469481605/other	2082570273	False
474954105	2082570273	False
1642018758	2082570273	False
469481605/unspecified	2082570273	False
1210061614	2082570273	False
1374778016	2082570273	False
1950717792	2082570273	False
1711029358	2082570273	False
857962451	2082570273	False
1338213145	2082570273	False
1769383160	2082570273	False
1249168134	2082570273	False
1057142191/other	2082570273	False
505486510	2082570273	False
90565364	2082570273	False
990493182	2082570273	False
1318485859	2082570273	False
351287130	2082570273	False
2077716525	2082570273	False
1067475238	2082570273	False
180194892	2082570273	False
1057142191/unspecified	2082570273	False
593696296	2082570273	False
1235727122	2082570273	False
1026863306	2082570273	False
133444243	2082570273	False
1656749831	2082570273	False
1947902215	2082570273	False
649193479	2082570273	False
2125493521/other	2082570273	False
2114365251	2082570273	False
2125493521/unspecified	2082570273	False
1271781705	2082570273	False
243306260	2082570273	False
319563521	2082570273	False
1645607956	437215757	False
1119369752	1726150948	False
778232056	1726150948	False
922082666	1726150948	False
686460192	1726150948	False
983732786	1726150948	False
891367271	1726150948	False
977758882	1726150948	False
453914254	1726150948	False
1965759338	1726150948	False
2063881303	1726150948	False
780605544	1726150948	False
300900170	1726150948	False
927250371	1726150948	False
1855055889	1726150948	False
948413656	1726150948	False
698285441/other	1726150948	False
698285441/unspecified	1726150948	False
1127719484	1726150948	False
1576407378	1726150948	False
1326866504	1726150948	False
617067020	1726150948	False
1099726746	1726150948	False
1349182195	1726150948	False
108749166	69890123	False
453532731	69890123	False
1057136878	69890123	False
2007429964	69890123	False
786709893	69890123	False
1692338248	2082570273	False
1268183934/other	2082570273	False
1351188281	2082570273	False
597627283/unspecified	2082570273	False
2072552498	2082570273	False
820616822	2082570273	False
1500018782	2082570273	False
1762517169	2082570273	False
1268183934/unspecified	2082570273	False
194782130	2082570273	False
381742412	2082570273	False
963417210	2082570273	False
763951483	2082570273	False
342723423	2082570273	False
92432538	2082570273	False
46246899	2082570273	False
1734787729	2082570273	False
1986853646	2082570273	False
2119262451	2082570273	False
1737123431	2082570273	False
170332258	2082570273	False
1573783249	2082570273	False
2116724673	2082570273	False
32799822	2082570273	False
